review_text,rating,date,language,sentiment,confidence,sentiment_clean,predicted_category,category_confidence,category,confidence_band,review_length,label_source,label,label_method
very unpleasant unethical driver,1,2026-01-27 10:37:32,English,Negative,0.9995,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8504235744476318,Driver Behavior & Safety,high,32,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
you can lest the price in jaffna,5,2026-01-26 16:03:49,English,Negative,0.948,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.2724429368972778,Pricing & Bidding,low,32,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"Jan 14th 2026 The driver of the Pickme Nano car arrived early, was polite and nice. He drove me to my destination without fuss.I was satisfied. Except,he had overcharged me.I did not check.Pickme credited the money. So no worries. Thank you Pickme.! However in October 2025 I had a bad experience..... The lorry I hired was v. late. Pickme had told me the charge for 3Km was 1800/. The driver charged 1900/- He lied n said the distance was 5 Km ,whereas it was even < 3Km. Complaint ignored??",3,2026-01-25 22:36:16,English,Negative,0.9901,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6823389530181885,Driver Behavior & Safety,high,492,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Very bad experience the pickme driver picked up my order and called and told he can't deliver it because it was card payment so I asked him to cancel so that I could get another driver. But then he didn't cancel and it also showed picked up on the app.So I didn't have an option to either cancel or complain even the 24 hrs customer care number didn't work and still it shows my order will be delivered even after hours. They even charged me for my order,1,2026-01-25 22:30:16,English,Negative,0.9946,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.773344099521637,Driver Behavior & Safety,high,454,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
During last few rides actual fee was way higher than estimated fee. It was on top of me seeing driver (location) somewhere else and driving seeing me somewhere else. Idk whether these location errors led to the price hikes.,3,2026-01-24 13:17:40,English,Negative,0.772,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3153457343578338,Pricing & Bidding,low,223,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"My friend 7xNova had a terrible experience with PickMe Food today. He waited almost 2 hours for his lunch order, but no driver was assigned. By 4.45 PM, he was still starving and hadn’t eaten anything. After contacting customer support, the order was simply cancelled. This is unacceptable for a food delivery app. 7xNova is a loyal customer, and experiences like this will make PickMe lose good customers. Very disappointing service.",1,2026-01-23 16:51:59,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.7809813022613525,Delivery Issues,high,434,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
"Extremely disappointed with PickMe Food. I waited over 1 hour and 30 minutes and no driver was assigned in Colombo. After contacting customer care, my order was cancelled. This level of delay and poor support is unacceptable for a food delivery service. I won’t be using PickMe Food again. Uber Eats provides a much better experience.",1,2026-01-23 16:27:21,English,Negative,0.999,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.5449004769325256,Delivery Issues,medium,334,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
one of the worst customer service.,1,2026-01-23 13:55:07,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.6550684571266174,Support & Refunds,high,34,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
showing wrong location,5,2026-01-23 06:43:49,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7952048182487488,Driver Behavior & Safety,high,22,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
My OTP Nambar is not taking what is the reason......,1,2026-01-20 06:42:42,English,Negative,0.9996,NEGATIVE,"privacy, security, data, account safety",0.2674780488014221,Privacy & Security,low,52,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"one of the worst apps you can come across. the coustmer support does not talk , they won't respond. wrist experience of srilanka.. pathetic. use some other app for bookings",1,2026-01-16 16:00:34,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.4946808815002441,Support & Refunds,medium,172,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
tooo bad experience i scary with is drivers,1,2026-01-16 12:26:42,English,Negative,0.9985,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7631205320358276,Driver Behavior & Safety,high,43,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"pick mee is the very very careless company in srilanka, it has very bad and poor custermer service",1,2026-01-15 22:14:01,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7423495054244995,Driver Behavior & Safety,high,98,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
App is malfunctioning. showing wrong distance and charging for that distance. It showed 7.7 km fir my 1.2 km route and charged 741/=,1,2026-01-15 17:32:30,English,Negative,0.9996,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.7363899350166321,App Bugs,high,132,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
I'm a very regular customer with pick me and sorry to say my trip with this perticular driver was disgusting he kept spitting beetle right throughout my trip back home from Makola to ragama. also was speeding like crazy.,2,2026-01-15 06:37:48,English,Negative,0.9985,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9410825967788696,Driver Behavior & Safety,high,220,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Only useful to measure trip cost. Drivers constantly cancel rides when they are almost at the pick up point. At this stage the app is useless except to get an idea of what a trip should cost before haggling with a driver from the roadside. Drivers should be penalised if they cancel a ride after accepting. I will use Uber from now on.,2,2026-01-14 14:54:05,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7636162042617798,Driver Behavior & Safety,high,335,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Worst app. driver not educated. map is not working, charge is high scammers",1,2026-01-14 13:44:40,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.685571551322937,App Bugs,high,75,zero-shot-bart-large-mnli,App Bugs,auto_high_confidence
"I had no complaints about this app until this last update introduced driver bids to tuks, which has made the app impossible to use. I switched to ride hailing apps to get away from the haggling, not for them to reintroduce it as a feature. The app already does surge pricing, add the bids the drivers put in and it becomes more economical to just hail a meter taxi instead.",2,2026-01-13 15:52:11,English,Negative,0.9985,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.8187698125839233,Pricing & Bidding,high,373,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
I decided to change to PickMe after having bad experiences with Uber. PickMe has been decent so far. but Uber drivers are clearly better at communication and etiquette compared to PickMe drivers. pls bring the OTP safety feature like Uber would also be a big improvement. Like if these changes are made pretty sure most people would prefer pick me than Uber,5,2026-01-12 23:01:59,English,Negative,0.9193,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8515040874481201,Driver Behavior & Safety,high,357,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
very disappointed about bidding option and bidders,1,2026-01-12 11:11:58,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.2591699659824371,Support & Refunds,low,50,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
pickme is good but pickme map is very bad don't use pickme map,1,2026-01-12 11:07:32,English,Negative,0.9801,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3237402737140655,Support & Refunds,low,62,zero-shot-bart-large-mnli,App Bugs,keyword_rule
This used to be a good app and not anymore. customer service is very bad and when i am trying to order some food all the outlets keeps saying pick up only and this is so annoying and i can't even oder! and when i am trying to call them and complain about this issue i have to wait 20 minutes on a call queue.,1,2026-01-11 21:58:36,English,Negative,0.9994,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.5922467112541199,Support & Refunds,medium,308,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
The most cheating app... when the rides are not available what they do is they provide to give offers for the drivers... which is higher than normal app rate... again its like we are hiring normal taxi on road... no matter what they are focusing on their commission only not to provide affordable taxi.... its hell of joke now...,1,2026-01-11 12:05:24,English,Negative,0.9967,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.9628239274024964,Pricing & Bidding,high,329,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"Very disappointed with this app. My food was marked as “Ready” for an hour, but no driver was assigned during that time. The food was just sitting at the restaurant, I had to call support myself. This is unacceptable service, especially when customers are paying delivery fees.",1,2026-01-08 20:56:02,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.4039952158927917,Delivery Issues,low,277,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"buggy App. Still looking for a driver hours after I canceled. tried it 10 times but just won't cancel. No possibility to report canceled rides. many come, then cancel and say you just pay me cash without the app.",2,2026-01-08 08:49:19,English,Negative,0.9984,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3838097751140594,Support & Refunds,low,212,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"100% safe application drivers all friendly ✅️ charger best ✅️ tuk tuk ✅️ car ✅️ drivers safe ✅️ Long time ride pick me 1st time I'm riding bike on the way bike Tire air low driver cancelled ride he left I don't know that location I'm new so that time I'm unsafe experience please fix this type of problem Automatically send other riders' locations please my kind request A lot of the time, I'm i was tipped because of riders' kindness we need pick me Srilanka Go ahead, pick me app successfull",5,2026-01-06 23:23:47,English,Negative,0.8138,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.9580997228622437,Driver Behavior & Safety,high,493,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
I'm booked for emergency purposes but pikme app 1st 2 attamt not not booked but the 3rd attempt that app show very high prices just 40rs different bike to tulk at tha seam destination bad very bad bicus sometimes price are unstable very high prices show in display I'm,1,2026-01-05 07:57:19,English,Negative,0.9988,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3861913383007049,Pricing & Bidding,low,268,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"Pickme food is terrible now, got the order cancelled 2 times after waiting for 3 hours in both tines. one time I placed the order at 7.00 pm there were no rider till 10.00 so we called the hotline and waited another 30 mins until someone picked up. They said a driver just picked up but it didn't get updated in my app, but we waited another 45 min, nothing happened so we called again and they said the same ""Driver just got assigned"". Just use uber eats, way better experience",1,2026-01-04 22:33:31,English,Negative,0.9992,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.509782075881958,Delivery Issues,medium,478,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
Very bad attitude. Cancelled trip without permission. Doesn't know how to speak well to customer. Don't care attitude.,1,2026-01-03 15:30:54,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6839537024497986,Driver Behavior & Safety,high,118,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
in 2025 pickme prices are reasonable ..but now it's not..prices are high..n not affordable..😐,1,2026-01-03 08:35:29,English,Negative,0.9995,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3548267185688019,Pricing & Bidding,low,93,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
Star points doesn't get updated. Driver call & they cancel the ride. During heavy rain App doesn't work. Worst App ever. Before starting the ride shows one amount when you get down shows double the amount.,1,2026-01-02 09:32:35,English,Negative,0.9997,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4195412695407867,App Bugs,low,205,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
worst customer help team had to wait more than 30 minutes for them to pick up and they did not pick up at all -10 customer support hotline,2,2026-01-01 22:57:48,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5371828079223633,Driver Behavior & Safety,medium,138,zero-shot-bart-large-mnli,Support & Refunds,keyword_rule
Please add double charge (or similar) option for non-residence foreigners.,5,2025-12-30 11:29:41,English,Negative,0.9445,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.3023065030574798,Pricing & Bidding,low,74,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
Not working on huawei devices,1,2025-12-29 13:31:47,English,Negative,0.9996,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.2680867314338684,App Bugs,low,29,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Ordered Food and stayed 1 hour but no riders there. so i picked the food that the Merchant prepared by my self and merchant got a complaint. Worst app and Worst Service ever. don't order food via Pickme,1,2025-12-26 22:53:18,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.3764938116073608,Support & Refunds,low,202,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
"The quality of this service has gone down. I ordered food and the driver arrives with the wrong order from a different shop. When I mentioned this wasn't the order, he told me to wait and that he will come back in 5 minutes. I can see he goes back to the shop and starts coming back towards my location again. By this time it's 2 hours since I ordered. Halfway through the return trip he marks the order as complete and the payment goes through. 2 weeks after complaining still waiting for a response",1,2025-12-24 14:00:53,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3575702607631683,Driver Behavior & Safety,low,500,zero-shot-bart-large-mnli,Delivery Issues,keyword_rule
Disappointed with surge pricing. A short normal ride suddenly costs more. There’s no transparency and no option to avoid it. This feels unfair I could just catch a tuk tuk on the main road for cheaper. If surge pricing is applied at least warn users clearly before booking.,3,2025-12-24 13:45:08,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.8023421168327332,Pricing & Bidding,high,273,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"used to love it & sing praises 1. since about 2 months, hotline isn't working. I loved their customer care before there some very intelligent girls who would follow up and problem solve like pros 2. experienced driver bids and didn't like it at all, the good thing with pick mes was that drivers couldn't be rude to us the customers but now its flipped and the driver is dictating their terms to us not pick me saw many posts about helago, waiting for the passenger version to download",1,2025-12-23 20:57:13,English,Negative,0.9775,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5842757225036621,Driver Behavior & Safety,medium,485,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
some times drivers ask for double payment,4,2025-12-22 21:08:35,English,Negative,0.9899,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4019433259963989,Driver Behavior & Safety,low,41,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"Experience is . you get scammed all the time 9 out of 10 drivers will try to take long routes intentionally to increase price. or start the trip before even picking up the passenger, these are few. app is full of bugs, maps aren't accurate, UI is really clunky. Please use other apps instead of Pickme.",1,2025-12-22 07:28:03,English,Negative,0.9996,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6789242625236511,Driver Behavior & Safety,high,302,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
worst courier service ever... took more than 3 days and my parcel hasn't reach the location... so very disappointed,1,2025-12-21 18:54:03,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4739571511745453,Driver Behavior & Safety,medium,115,zero-shot-bart-large-mnli,App Bugs,keyword_rule
GPS system is very bad,1,2025-12-20 22:50:22,English,Negative,0.9998,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.269148588180542,Support & Refunds,low,22,zero-shot-bart-large-mnli,App Bugs,keyword_rule
patta padiuii wedak ne bug wediii Moda App ekke huttha,1,2025-12-20 20:10:11,English,Negative,0.9906,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3431055247783661,App Bugs,low,54,zero-shot-bart-large-mnli,App Bugs,keyword_rule
I am trying to book a trip and I am unable to It took me to drivers app And I couldn't come out of and I had to cancel an urgent meeting I have lost so much not attending the meeting,2,2025-12-20 18:59:01,English,Negative,0.999,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5657751560211182,Driver Behavior & Safety,medium,182,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
some time charges will be change rather estimate price.,3,2025-12-20 18:01:37,English,Negative,0.9929,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.2504433989524841,Pricing & Bidding,low,55,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
"company is cheating on fare.. Most of the trips the app is adding additional LKR 100/- at the end of the trip as a surge, which is not inform to the customer at the time of booking the hire. This is cheering and covering information to the customer. Its also a violation of consumer rights. If the book is made withing a surge period it has to mention that on cost estimation. pick me is trying to show that it's price is cheeper compared to other rider apps, but it is not at the end of the trip",1,2025-12-20 14:39:49,English,Negative,0.9974,NEGATIVE,"privacy, security, data, account safety",0.5263810753822327,Privacy & Security,medium,496,zero-shot-bart-large-mnli,Pricing & Bidding,keyword_rule
map is not working 😐,1,2025-12-19 18:51:55,English,Negative,0.9998,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4308519661426544,App Bugs,low,20,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"pickme you are poor. My Android version is 11go edition. your app is not supported to me. my account , reward point and membership is i cant use . please give update to us.",1,2025-12-19 16:25:49,English,Negative,0.9995,NEGATIVE,"privacy, security, data, account safety",0.3891270458698272,Privacy & Security,low,172,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"The ""Dibbing"" feature has ruined pickme. Drivers are not accepting rides at the normal price now and are only accepting dibs. So we end up having to pay way more just to get a ride. It's ridiculous! Wasn't the whole reason people switched to ride sharing apps to avoid surcharges by road taxis? I might switch to uber full time or another app because of this.",1,2025-12-18 15:34:55,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.875744104385376,Pricing & Bidding,high,359,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"I’m very disappointed with PickMe. This is the third time drivers have accepted my ride and then cancelled without any reason, both during the day and around 7–8 PM. Some drivers also start uncomfortable conversations during trips, and a few even ask for extra money, claiming they don’t earn enough from the company. This is unacceptable. After repeatedly facing these issues, I feel it’s time to uninstall the app.",1,2025-12-17 21:08:31,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.920764148235321,Driver Behavior & Safety,high,416,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
worst service ever. never trust pick me drivers. they will waste your time. they got bookings and nobody came to pickup. just wasting time . and thair hot line is worst than thair service. they never respond customers. newer trust this service..,1,2025-12-16 23:10:35,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.7214087247848511,Driver Behavior & Safety,high,245,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
hate this because of bidding options. no drivers picking up the ride until they have the chance to bid and take a higher price from the users. so disappointing,1,2025-12-16 22:03:51,English,Negative,0.9998,NEGATIVE,"pricing, surge pricing, bidding, driver offers, high fares, expensive, discounts",0.7932658195495605,Pricing & Bidding,high,159,zero-shot-bart-large-mnli,Pricing & Bidding,auto_high_confidence
"Terrible, so unreliable. Easy to use, pay by card or cash but the drivers confirm and then they cancel so you have to rebook but already waited 10mins. Then the second and third driver also cancel and now you wait 30mins and late for dinner. however all the drivers that did show up were super nice and cars very clean.",2,2025-12-15 21:51:53,English,Negative,0.8317,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5378245115280151,Driver Behavior & Safety,medium,319,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"i put a ride for nugegoda from boralasgamuwa for my wife. but she drop kohuwal.this ride is card payment. after drop my wife the driver dosent stop ride, without stop ride that driver go ahaid. i tried to contact him but not answer phone, after he went to maharagama he stoped ride,",1,2025-12-14 12:03:50,English,Negative,0.9917,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8024497628211975,Driver Behavior & Safety,high,282,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
App is not working in my phone. Redmi turbo. Android version 16,1,2025-12-14 09:55:13,English,Negative,0.9994,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.6276621222496033,App Bugs,medium,63,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"Don't use this app, total scam, updated our distance from 10 to 30 km",1,2025-12-13 23:00:59,English,Negative,0.9982,NEGATIVE,"privacy, security, data, account safety",0.5697318315505981,Privacy & Security,medium,69,zero-shot-bart-large-mnli,Privacy & Security,keyword_rule
"Fix your app so that drivers can stop scamming your customers. Every ride I booked they called me to ask for more money, or they start a ride before coming.",1,2025-12-12 20:31:00,English,Negative,0.9987,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8435989022254944,Driver Behavior & Safety,high,156,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
Recently i tried to book a ride and i accidentally clicked the book a ride button two times and i got two rides for same location. it shouldn't do multiple requests when a already request is send. this is a critical bug since drivers will put in inconvenience because apps fault.,3,2025-12-12 20:16:32,English,Negative,0.999,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.3377091288566589,App Bugs,low,279,zero-shot-bart-large-mnli,App Bugs,keyword_rule
used the phone while driving,1,2025-12-12 17:22:03,English,Negative,0.9784,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.6132707595825195,Driver Behavior & Safety,medium,28,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"ordered time 12:33pm got It after 5 hours time . ordered food for lunch and only received it by dinner. Really bad service. I tried calling the hotline and the other number as well, but no one answered. The mango juice also smells bad. I ordered one mango juice, one orange juice, and one chicken biryani. I’m really disappointed with your service. Please don’t accept orders if you can’t deliver them on time it’s a waste of money for us.",1,2025-12-11 18:07:07,English,Negative,0.9997,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.6591437458992004,Delivery Issues,high,439,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
Most drivers in rural areas don’t focus on customer needs. They only look for bigger profits instead of giving a fair and reliable service.,1,2025-12-11 15:16:48,English,Negative,0.9979,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.5783493518829346,Driver Behavior & Safety,medium,139,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
new update sucks,1,2025-12-11 09:11:53,English,Negative,0.9993,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.2921054661273956,Support & Refunds,low,16,zero-shot-bart-large-mnli,App Bugs,keyword_rule
Areally good taxi app but rarely have som little bugs and lags how ever a good app,5,2025-12-09 02:10:44,English,Negative,0.8516,NEGATIVE,"app bugs, crashes, slow app, technical issues, map, GPS, login, payment failure",0.4405940175056457,App Bugs,low,82,zero-shot-bart-large-mnli,App Bugs,keyword_rule
right after the update which yall gave the bitting option they won't pick n waits till the bitting is open. so please remove this option,3,2025-12-07 10:50:11,English,Negative,0.9992,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3967554867267608,Driver Behavior & Safety,low,136,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"SCAM ALERT!!! PICK ME IS SCAM. THEY DONT HAVE CUSTOMER SERVICES AGENTS ON CALLS OR IN THEIR APP HELP CENTER. LOOKS LIKE ITS AN APP RUN FROM A BEDROOM. There is no number to call the food delivery riders. you have to wait until they call you. I have so far lost two orders and no one in Pick Me to call and get a refund. there are better ways to waste your money, so dont wasye it ordering from these jokers!!!",1,2025-12-05 20:01:55,English,Negative,0.9997,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.863283634185791,Support & Refunds,high,409,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
Need rating options for cancellations. Many drivers request (even beg) to cancel and go because they say PickMe has taken their money.,1,2025-12-04 17:39:41,English,Negative,0.9989,NEGATIVE,"privacy, security, data, account safety",0.3510887324810028,Privacy & Security,low,134,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
This app shows rhe driver a much longer path for my destination and too much for that route...,1,2025-12-01 19:34:31,English,Negative,0.9991,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.3448683619499206,Driver Behavior & Safety,low,94,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"When I book a ride, sometimes I get two vehicles, I can only see one ride, both of them are connected, I always get confused and have to ask one of the drivers to cancel.",1,2025-11-29 09:04:25,English,Negative,0.9986,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.4388803541660309,Driver Behavior & Safety,low,170,zero-shot-bart-large-mnli,Driver Behavior & Safety,keyword_rule
"Problem with payments. I don't remember getting a subscription but still they debited 549 from my debit card 3 times. I contacted their customer and nothing has been done yet. The problem is even after deleting my card data from the app, they still debited it. Illegal practice.",1,2025-11-28 08:46:09,English,Negative,0.999,NEGATIVE,"privacy, security, data, account safety",0.4914661347866058,Privacy & Security,medium,278,zero-shot-bart-large-mnli,App Bugs,keyword_rule
"Nowadays pick me becomes garbage, thier drivers are so rude and doing scam, faced a lot of issues, they don't verify the drivers. I moved to uber, because of safety concerns",1,2025-11-26 10:54:19,English,Negative,0.9986,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.982757031917572,Driver Behavior & Safety,high,173,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Some of the worst customer service, from both drivers and the service department I have ever experienced. Might as well just walk wherever because they refuse to take you. Driver discipline is also at an all time low, they do no screening when allowing them to get on the app. Just use Uber.",1,2025-11-26 00:45:43,English,Negative,0.9997,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8738937377929688,Driver Behavior & Safety,high,291,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
"Taking too long to assign a delivery rider for food, i gave 5 stars before but as a Gold member I wanna see some priority or at least bring the food on time. Food is cold and i would save some money if i just went there and bought.",1,2025-11-25 20:05:02,English,Negative,0.9983,NEGATIVE,"food delivery delays, late orders, missing items, wrong orders, cold food",0.8982937335968018,Delivery Issues,high,231,zero-shot-bart-large-mnli,Delivery Issues,auto_high_confidence
I am Platinum customer for pickme but unfortunately my user login blocked 🚫 / disabled by the customer care and 3 consecutive months my free pass payment Rs.549.00 deducted from my Card. several complaints made to pickme customer care but not succeeded to recover my free pass amount. Worst customer support services. NOT RECOMMENDING FOR ANYONE.! FREE PASS OR PICKME SERVICES.,1,2025-11-24 18:59:45,English,Negative,0.9996,NEGATIVE,"customer support, refunds, complaint handling, unhelpful support",0.8316866159439087,Support & Refunds,high,377,zero-shot-bart-large-mnli,Support & Refunds,auto_high_confidence
"Terrible Experience and culture. PickMe drivers know nothing but scamming. Almost 70% of all PickMe rides I have taken have resulted in the driver saying that they have ""no change"" even during peak afternoon rides. Another thing is that there's barely any drivers. They must be purposely staying offline. Genuinely this is the worst ride share app anyone can use. Don't ever use this app even as a back up option ESPECIALLY tourists, you will be scammed heavier than us locals. PickMe is a sham.",1,2025-11-24 12:07:19,English,Negative,0.9998,NEGATIVE,"driver behavior, rude driver, unsafe driving, driver no show, safety issues",0.8782886862754822,Driver Behavior & Safety,high,495,zero-shot-bart-large-mnli,Driver Behavior & Safety,auto_high_confidence
